houseid,pno,p3p3_sex,p3p4_age,occupn
505050921745e11,4,1. Male,1,NA
602060611877e11,2,2. Female,40,NA
602041211924e11,1,1. Male,68,NA
903070422674e11,4,2. Female,72,NA
902060222738e11,12,1. Male,3,NA
702070122424e11,3,1. Male,21,NA
110204012285e12,3,2. Female,13,NA
504030421763e11,4,2. Female,44,NA
203021021163e11,1,2. Female,75,NA
704030522463e11,5,2. Female,12,NA
130406012316e12,7,1. Male,16,NA
603011311978e11,9,1. Male,11,NA
603013722128e11,4,2. Female,6,NA
603024512111e11,6,2. Female,7,NA
120103102304e12,3,1. Male,28,NA
100204022284e12,5,2. Female,13,NA
100305062276e12,6,1. Male,65,NA
301090321415e11,3,1. Male,9,NA
204070221181e11,5,2. Female,10,NA
100101032282e12,4,1. Male,13,NA
602041511921e11,4,2. Female,21,NA
8.0404022254400008e+22,4,1. Male,11,NA
120302071298e12,4,2. Female,21,NA
703020722349e11,4,1. Male,32,NA
110301012288e12,3,1. Male,6,NA
104030321046e11,4,1. Male,5,NA
202020721132e11,4,2. Female,29,NA
603040112139e11,3,1. Male,24,NA
602050312062e11,8,2. Female,26,NA
603025512194e11,6,1. Male,1,NA
110303062287e12,2,2. Female,42,NA
60302571225e12,5,2. Female,6,NA
100503042279e12,2,2. Female,50,NA
602021711842e11,4,1. Male,8,NA
110301062291e12,4,2. Female,26,NA
304080221358e11,2,1. Male,7,NA
901050422757e11,3,2. Female,19,NA
10201012101e12,8,1. Male,8,NA
901050222645e11,4,2. Female,13,NA
305070221332e11,9,2. Female,2,NA
402050421649e11,2,2. Female,26,NA
603040212152e11,3,1. Male,13,NA
201020221125e11,4,2. Female,10,NA
902050222752e11,3,1. Male,10,NA
702070122425e11,4,1. Male,13,NA
701080122287e11,4,2. Female,5,NA
101110421063e11,3,1. Male,12,NA
100101032282e12,7,2. Female,14,NA
120302201298e12,3,2. Female,12,NA
901050322715e11,5,2. Female,18,NA
704030122459e11,4,2. Female,9,NA
804010222543e11,4,1. Male,12,NA
104010521032e11,1,2. Female,35,NA
802040122629e11,7,1. Male,8,NA
60302211197e12,6,2. Female,11,NA
302040521287e11,3,2. Female,19,NA
130501012329e12,3,1. Male,16,NA
702100112259e11,11,1. Male,15,NA
704040222472e11,6,1. Male,16,NA
203021021164e11,2,2. Female,23,NA
30604032145e12,4,2. Female,13,NA
606060112077e11,4,1. Male,16,NA
302110121235e11,7,1. Male,2,NA
120105042305e12,5,1. Male,10,NA
70201042237e12,2,2. Female,28,NA
605060412086e11,5,2. Female,16,NA
602021311938e11,7,1. Male,26,NA
304040121356e11,4,2. Female,15,NA
505031711714e11,2,2. Female,33,NA
801040422524e11,4,1. Male,10,NA
302090611463e11,12,2. Female,17,NA
101070221068e11,5,1. Male,11,NA
602021711842e11,9,1. Male,18,NA
202020621142e11,6,1. Male,6,NA
802070322503e11,5,2. Female,7,NA
605050112047e11,9,1. Male,20,NA
102020121028e11,5,1. Male,16,NA
70307022235e12,4,2. Female,8,NA
80209052263e12,10,1. Male,11,NA
703020722349e11,9,2. Female,11,NA
403140221484e11,6,1. Male,0,NA
302110421321e11,9,2. Female,9,NA
6040105221e13,2,2. Female,11,NA
903060722722e11,2,2. Female,42,NA
100503012279e12,1,1. Male,75,NA
603021612154e11,8,2. Female,18,NA
605060512091e11,8,2. Female,24,NA
505030711788e11,7,1. Male,11,NA
304060221388e11,8,2. Female,1,NA
101090421043e11,7,2. Female,12,NA
602050112062e11,4,2. Female,14,NA
302100221237e11,7,1. Male,9,NA
70111022239e12,2,2. Female,63,NA
803031012598e11,8,1. Male,13,NA
130301022323e12,3,1. Male,11,NA
705060122458e11,4,1. Male,15,NA
605020412014e11,11,2. Female,0,NA
101040221071e11,9,1. Male,65,NA
406050321559e11,2,2. Female,43,NA
70204012245e12,3,1. Male,11,NA
702100212292e11,16,1. Male,3,NA
903030622697e11,2,2. Female,28,NA
603010611861e11,4,2. Female,24,NA
130303042325e12,6,1. Male,21,NA
703020722402e11,6,2. Female,19,NA
701060422389e11,7,2. Female,6,NA
603023611869e11,7,2. Female,3,NA
110102052292e12,8,1. Male,15,NA
100304022277e12,6,1. Male,7,NA
504010221742e11,6,1. Male,14,NA
605050112047e11,7,1. Male,3,NA
120303032296e12,5,2. Female,2,NA
603025611853e11,6,2. Female,17,NA
603040112152e11,7,1. Male,4,NA
901050322718e11,8,2. Female,0,NA
120306012301e12,5,1. Male,9,NA
120306082296e12,3,1. Male,1,NA
701060322387e11,2,2. Female,26,NA
701080222288e11,6,1. Male,11,NA
402020321605e11,2,2. Female,51,NA
801010322515e11,4,2. Female,7,NA
505010921753e11,3,1. Male,12,NA
606070211949e11,11,1. Male,50,NA
805020122612e11,3,1. Male,13,NA
80209062263e12,1,1. Male,50,NA
130503091325e12,4,2. Female,5,NA
303080721272e11,4,2. Female,5,NA
100506032279e12,3,1. Male,22,NA
601030121834e11,3,2. Female,16,NA
50502082177e12,8,2. Female,81,NA
702060922331e11,8,1. Male,5,NA
30211022132e12,11,2. Female,2,NA
110102032292e12,4,1. Male,7,NA
506020221689e11,3,2. Female,20,NA
606030621942e11,3,1. Male,5,NA
602050512063e11,5,2. Female,60,NA
204070221181e11,9,2. Female,0,NA
802080322496e11,4,1. Male,3,NA
306050421443e11,8,2. Female,10,NA
507030421797e11,4,2. Female,19,NA
603012111902e11,3,2. Female,5,NA
901070222729e11,6,2. Female,7,NA
603025611854e11,4,2. Female,20,NA
130203012319e12,4,1. Male,9,NA
100202012284e12,2,2. Female,72,NA
603024012054e11,5,2. Female,20,NA
702060322454e11,2,2. Female,33,NA
603021412255e11,8,2. Female,20,NA
602022921837e11,5,2. Female,1,NA
11040201229e13,4,1. Male,3,NA
302010711312e11,3,2. Female,16,NA
602021711843e11,3,2. Female,12,NA
303070121478e11,7,1. Male,3,NA
605010212027e11,7,1. Male,4,NA
602041511921e11,5,1. Male,15,NA
110403022294e12,3,1. Male,29,NA
704080522326e11,4,2. Female,9,NA
130101022313e12,9,2. Female,20,NA
803060122554e11,6,2. Female,9,NA
901040222657e11,4,2. Female,4,NA
603014212201e11,5,1. Male,26,NA
130301032323e12,2,2. Female,29,NA
606040212118e11,4,2. Female,19,NA
506010521742e11,6,2. Female,9,NA
104030221016e11,10,1. Male,63,NA
606070511872e11,1,1. Male,26,NA
70313032236e12,15,2. Female,22,NA
101060221018e11,3,2. Female,14,NA
204030321184e11,3,1. Male,27,NA
302060421293e11,3,2. Female,22,NA
10020304228e13,3,1. Male,25,NA
301090321432e11,2,2. Female,26,NA
11030512229e13,7,1. Male,11,NA
10401012108e12,3,2. Female,32,NA
13050303133e13,2,2. Female,10,NA
603021112189e11,5,1. Male,6,NA
8.0301042260800008e+22,4,2. Female,11,NA
100102012282e12,5,1. Male,25,NA
606030321943e11,7,1. Male,8,NA
100502021279e12,3,2. Female,5,NA
80303072258e12,3,2. Female,39,NA
606070711874e11,3,2. Female,62,NA
606070512081e11,11,2. Female,9,NA
603026212261e11,5,2. Female,3,NA
603030512144e11,3,1. Male,8,NA
901040122656e11,4,2. Female,0,NA
901070122637e11,11,1. Male,16,NA
605010112024e11,3,1. Male,14,NA
406040321579e11,7,2. Female,3,NA
603022012233e11,6,2. Female,25,NA
605060712085e11,4,1. Male,23,NA
130403022317e12,6,1. Male,2,NA
101010121081e11,10,2. Female,5,NA
10020304228e13,5,2. Female,5,NA
70304012241e12,3,2. Female,68,NA
103040321055e11,5,2. Female,18,NA
30110012143e12,4,1. Male,9,NA
100403012281e12,3,1. Male,8,NA
602022411823e11,3,1. Male,11,NA
120305032296e12,5,1. Male,3,NA
30211022132e12,1,1. Male,30,NA
603030212256e11,2,2. Female,20,NA
602050112061e11,5,2. Female,0,NA
507050621814e11,10,1. Male,9,NA
203020821165e11,8,1. Male,0,NA
603024912193e11,2,2. Female,39,NA
50501082179e12,5,2. Female,8,NA
603030412148e11,2,2. Female,31,NA
602021612187e11,6,1. Male,23,NA
601030321834e11,8,2. Female,4,NA
10020305228e13,5,2. Female,11,NA
605060212087e11,3,2. Female,20,NA
302050321283e11,2,2. Female,52,NA
100503022279e12,4,1. Male,5,NA
304120221356e11,3,1. Male,7,NA
201020121126e11,1,1. Male,50,NA
305070521229e11,3,1. Male,20,NA
110302052286e12,8,1. Male,6,NA
603011612133e11,2,2. Female,52,NA
901030322717e11,10,2. Female,28,NA
110205012286e12,4,1. Male,13,NA
130503021327e12,7,1. Male,28,NA
603014012264e11,4,1. Male,5,NA
101090321043e11,6,2. Female,15,NA
703110222304e11,5,1. Male,4,NA
901080122665e11,6,2. Female,17,NA
704021122317e11,4,2. Female,4,NA
702090322342e11,6,2. Female,5,NA
602030411929e11,3,2. Female,16,NA
110305142293e12,5,1. Male,6,NA
602030611931e11,6,1. Male,19,NA
302090321409e11,3,2. Female,9,NA
11040202229e13,6,1. Male,3,NA
204060321192e11,6,2. Female,6,NA
302091111482e11,2,1. Male,20,NA
801030222534e11,3,1. Male,16,NA
606070912103e11,4,1. Male,24,NA
204010221207e11,5,1. Male,20,NA
801060222519e11,4,2. Female,15,NA
101110321032e11,7,1. Male,10,NA
110104012291e12,5,1. Male,14,NA
703050322277e11,3,2. Female,18,NA
110401012294e12,6,1. Male,8,NA
903070422754e11,3,2. Female,21,NA
6030201119e13,5,2. Female,15,NA
30403022138e12,4,2. Female,0,NA
901030322716e11,1,2. Female,65,NA
901050222646e11,3,1. Male,8,NA
504020321707e11,1,1. Male,48,NA
302090411331e11,5,2. Female,9,NA
406010521588e11,7,2. Female,21,NA
505032021713e11,4,1. Male,9,NA
902030512635e11,14,2. Female,9,NA
302091111406e11,7,1. Male,21,NA
504040121731e11,7,2. Female,3,NA
705050122442e11,3,1. Male,4,NA
110204012285e12,5,2. Female,4,NA
502010321723e11,5,2. Female,20,NA
130306022322e12,4,1. Male,7,NA
302080221215e11,6,1. Male,5,NA
404060521641e11,3,2. Female,23,NA
12040205231e13,5,2. Female,12,NA
130102052313e12,7,2. Female,0,NA
404010121518e11,8,2. Female,9,NA
110302042293e12,9,2. Female,66,NA
101070321052e11,9,1. Male,4,NA
306030221452e11,5,1. Male,15,NA
3030604214e13,2,2. Female,57,NA
1203030223e14,2,1. Male,18,NA
120103042304e12,3,2. Female,11,NA
102010321012e11,12,1. Male,1,NA
120307032302e12,3,1. Male,19,NA
505030911717e11,8,2. Female,14,NA
803032212581e11,10,2. Female,2,NA
505020421772e11,4,1. Male,16,NA
10050205228e13,3,2. Female,23,NA
802030122492e11,8,1. Male,4,NA
603010611881e11,9,2. Female,18,NA
60302581226e12,9,1. Male,16,NA
20409032119e12,5,1. Male,6,NA
507080521796e11,6,2. Female,5,NA
901090322654e11,7,1. Male,0,NA
404060121516e11,8,2. Female,8,NA
204010921205e11,7,2. Female,22,NA
602050512066e11,2,2. Female,26,NA
602030911928e11,8,1. Male,20,NA
70401032237e12,5,2. Female,30,NA
100506062282e12,4,1. Male,15,NA
130404022316e12,4,1. Male,14,NA
602021112073e11,3,1. Male,13,NA
306010521448e11,3,2. Female,9,NA
203021121164e11,1,1. Male,40,NA
603011612133e11,1,1. Male,29,NA
70201052242e12,5,2. Female,31,NA
120202012309e12,4,2. Female,2,NA
104010621031e11,3,1. Male,9,NA
604010122097e11,7,1. Male,4,NA
704060522378e11,5,1. Male,12,NA
402060321605e11,5,1. Male,11,NA
401030121623e11,2,2. Female,35,NA
104010521032e11,4,1. Male,9,NA
305040221278e11,8,1. Male,7,NA
902020322684e11,3,2. Female,2,NA
120105022304e12,5,2. Female,10,NA
4010108216e13,10,2. Female,21,NA
902030512689e11,8,2. Female,5,NA
602050212064e11,6,1. Male,23,NA
110303062288e12,6,2. Female,8,NA
507080321684e11,8,2. Female,13,NA
603024012147e11,4,2. Female,13,NA
903020422753e11,9,1. Male,30,NA
805010422619e11,7,1. Male,6,NA
603024411855e11,8,1. Male,40,NA
130204032321e12,4,2. Female,6,NA
803031512567e11,2,1. Male,17,NA
203030521176e11,5,1. Male,12,NA
10104032106e12,3,1. Male,28,NA
110202012286e12,8,2. Female,9,NA
702090422261e11,8,1. Male,2,NA
507030121813e11,3,1. Male,10,NA
603021211897e11,3,2. Female,16,NA
120105022305e12,7,1. Male,6,NA
603025012136e11,6,2. Female,7,NA
703130622477e11,6,2. Female,20,NA
802090322593e11,2,2. Female,58,NA
702061212334e11,5,2. Female,9,NA
60301421214e12,3,2. Female,13,NA
803020322574e11,2,2. Female,24,NA
130508042328e12,6,2. Female,9,NA
110306112289e12,6,1. Male,0,NA
110301052295e12,7,2. Female,71,NA
203020821165e11,12,2. Female,25,NA
603031112141e11,3,2. Female,22,NA
503020221699e11,4,1. Male,18,NA
802030122626e11,6,1. Male,12,NA
603023611989e11,3,1. Male,22,NA
603023812232e11,1,1. Male,36,NA
802010122533e11,7,2. Female,22,NA
50203012172e12,3,1. Male,6,NA
602020211932e11,3,2. Female,22,NA
505030711768e11,6,1. Male,15,NA
203030321177e11,4,2. Female,16,NA
606010111874e11,8,2. Female,5,NA
302060221254e11,9,2. Female,17,NA
606030421943e11,7,2. Female,5,NA
3030406214e13,6,1. Male,13,NA
11030507229e13,6,1. Male,12,NA
306070221413e11,3,1. Male,16,NA
603025412277e11,2,2. Female,25,NA
60302361201e12,3,2. Female,13,NA
507060321795e11,3,2. Female,13,NA
901050422757e11,5,1. Male,8,NA
130101022313e12,2,2. Female,53,NA
603022311896e11,7,1. Male,16,NA
507030521803e11,2,2. Female,27,NA
606040312112e11,9,1. Male,5,NA
603022012117e11,5,2. Female,6,NA
120302021301e12,2,1. Male,22,NA
605051012037e11,5,1. Male,27,NA
603013211956e11,3,2. Female,13,NA
602060412225e11,6,1. Male,18,NA
403070321667e11,3,1. Male,9,NA
120203062308e12,3,1. Male,18,NA
301010321427e11,2,2. Female,59,NA
506030421694e11,6,1. Male,2,NA
301050221431e11,4,1. Male,7,NA
606071012103e11,5,1. Male,9,NA
110306071288e12,3,2. Female,10,NA
130305042324e12,5,2. Female,10,NA
507030121802e11,5,1. Male,17,NA
70407022238e12,6,2. Female,10,NA
50505082175e12,4,1. Male,4,NA
802090522534e11,2,2. Female,25,NA
306030121451e11,10,1. Male,6,NA
405070421534e11,7,2. Female,57,NA
403030221479e11,7,1. Male,10,NA
303010121367e11,3,1. Male,15,NA
404020221636e11,8,2. Female,5,NA
602030812222e11,8,2. Female,9,NA
603026511974e11,11,1. Male,6,NA
11040602229e13,5,1. Male,3,NA
603023811867e11,7,1. Male,22,NA
601040421828e11,6,1. Male,6,NA
901090122641e11,6,1. Male,2,NA
602060812176e11,9,2. Female,16,NA
306010321259e11,3,1. Male,25,NA
902030812689e11,7,1. Male,12,NA
901080322728e11,2,2. Female,27,NA
602010321848e11,5,2. Female,13,NA
603024411855e11,3,2. Female,9,NA
605060212087e11,1,1. Male,27,NA
603011711852e11,5,1. Male,17,NA
606040821951e11,23,1. Male,0,NA
100401032283e12,3,2. Female,2,NA
120302181296e12,7,2. Female,3,NA
401030221623e11,3,1. Male,14,NA
603014212143e11,7,2. Female,31,NA
110104022291e12,5,1. Male,9,NA
301060121421e11,1,2. Female,72,NA
110203052287e12,4,1. Male,9,NA
101100711036e11,6,1. Male,13,NA
306050321443e11,5,2. Female,4,NA
100105032281e12,5,2. Female,26,NA
406030711573e11,6,2. Female,7,NA
201060321101e11,2,2. Female,25,NA
602041412208e11,4,2. Female,5,NA
100305062276e12,4,2. Female,10,NA
602020911883e11,2,2. Female,64,NA
130306032322e12,3,2. Female,11,NA
104010221083e11,4,1. Male,15,NA
120203042306e12,5,1. Male,9,NA
101040321061e11,1,1. Male,29,NA
302100421293e11,2,2. Female,71,NA
603030511883e11,6,1. Male,17,NA
701070322445e11,7,2. Female,2,NA
505010721757e11,4,2. Female,16,NA
12040113231e13,6,2. Female,3,NA
10020303228e13,7,2. Female,16,NA
120302131303e12,7,1. Male,11,NA
603020112146e11,3,1. Male,3,NA
306030321445e11,4,1. Male,16,NA
305030321276e11,3,2. Female,7,NA
803060622634e11,8,1. Male,3,NA
801060222532e11,2,2. Female,23,NA
702100622368e11,8,1. Male,9,NA
201040121111e11,4,1. Male,17,NA
302030111409e11,9,2. Female,0,NA
602021612187e11,9,1. Male,50,NA
60303111214e12,4,1. Male,12,NA
804020222506e11,10,2. Female,0,NA
803060622556e11,1,2. Female,78,NA
705040222266e11,7,2. Female,1,NA
90203042266e12,7,1. Male,15,NA
605050311963e11,7,2. Female,3,NA
603010711862e11,10,2. Female,22,NA
60302671187e12,5,1. Male,28,NA
304030321379e11,4,1. Male,16,NA
403140121483e11,2,2. Female,27,NA
403070321667e11,11,1. Male,3,NA
120306032298e12,3,2. Female,26,NA
605050512059e11,1,2. Female,45,NA
602060412224e11,4,2. Female,1,NA
604020222092e11,8,1. Male,1,NA
603021412053e11,10,2. Female,17,NA
305020121266e11,5,2. Female,8,NA
606040111954e11,5,1. Male,19,NA
606070111955e11,5,2. Female,46,NA
30109012141e12,11,1. Male,0,NA
605060311961e11,7,1. Male,23,NA
60302311201e12,8,1. Male,26,NA
406050511576e11,3,1. Male,15,NA
402030421543e11,2,2. Female,78,NA
602021511934e11,3,1. Male,17,NA
302030211403e11,3,1. Male,20,NA
402030221652e11,2,1. Male,9,NA
90202012269e12,5,2. Female,24,NA
130206082321e12,1,1. Male,58,NA
100301012277e12,7,1. Male,9,NA
902050122751e11,8,1. Male,2,NA
103070121076e11,4,1. Male,1,NA
403080221475e11,6,1. Male,4,NA
902030322763e11,8,1. Male,11,NA
130402022315e12,7,1. Male,8,NA
302090121309e11,7,2. Female,10,NA
304050621348e11,11,1. Male,23,NA
701090122478e11,4,2. Female,9,NA
902010122687e11,3,1. Male,18,NA
130509072326e12,4,2. Female,3,NA
302060221256e11,4,1. Male,8,NA
603020611981e11,9,2. Female,8,NA
602040212217e11,8,1. Male,7,NA
13050306133e13,6,1. Male,1,NA
603026612152e11,8,1. Male,8,NA
60201012185e12,10,2. Female,24,NA
601010221905e11,8,2. Female,15,NA
110104032294e12,8,1. Male,4,NA
603031112254e11,4,1. Male,3,NA
120302041302e12,2,2. Female,21,NA
203030321178e11,7,2. Female,7,NA
30603012125e12,10,2. Female,4,NA
100506022278e12,7,2. Female,12,NA
110301042287e12,2,1. Male,46,NA
204081121198e11,5,2. Female,20,NA
405070421526e11,2,2. Female,31,NA
602020111936e11,4,1. Male,21,NA
603024411854e11,2,2. Female,25,NA
603021412275e11,4,1. Male,6,NA
901060222662e11,2,1. Male,13,NA
60506081209e12,3,2. Female,25,NA
901050222646e11,8,2. Female,1,NA
903070322672e11,6,2. Female,22,NA
104030321046e11,2,2. Female,26,NA
100506032279e12,3,1. Male,13,NA
504010421705e11,6,2. Female,14,NA
60204081192e12,8,1. Male,20,NA
606071012124e11,4,1. Male,24,NA
60301141186e12,7,1. Male,6,NA
602040712214e11,3,2. Female,15,NA
803030322598e11,4,2. Female,18,NA
120301032295e12,3,2. Female,0,NA
602021011925e11,7,1. Male,3,NA
602041312218e11,7,1. Male,12,NA
505031921715e11,4,1. Male,13,NA
603013211957e11,4,2. Female,21,NA
405020221535e11,5,1. Male,7,NA
104020421048e11,3,2. Female,9,NA
802040122629e11,8,2. Female,21,NA
130206052318e12,2,2. Female,60,NA
606030121942e11,14,2. Female,8,NA
605051222006e11,3,1. Male,21,NA
10020304228e13,4,1. Male,1,NA
70201052242e12,8,2. Female,68,NA
70210021237e12,9,2. Female,19,NA
505030811784e11,2,2. Female,26,NA
803060722557e11,6,1. Male,13,NA
406070721613e11,4,2. Female,7,NA
603023112054e11,4,1. Male,19,NA
302090121465e11,2,2. Female,72,NA
302030521239e11,11,1. Male,3,NA
130510012327e12,4,2. Female,8,NA
704070322468e11,3,1. Male,16,NA
703040522481e11,2,2. Female,50,NA
110411022291e12,3,1. Male,27,NA
70403012246e12,6,2. Female,12,NA
701010122255e11,4,1. Male,4,NA
603012811884e11,3,2. Female,11,NA
405020121538e11,4,2. Female,5,NA
605050512058e11,4,1. Male,5,NA
90102032264e12,3,2. Female,15,NA
602050712061e11,3,1. Male,17,NA
603031212272e11,4,2. Female,18,NA
60302461219e12,2,2. Female,21,NA
130302072323e12,3,1. Male,17,NA
901040622636e11,5,1. Male,3,NA
100101012282e12,6,2. Female,5,NA
100502072278e12,6,2. Female,7,NA
803032912578e11,2,2. Female,58,NA
702020122427e11,6,1. Male,14,NA
603024612159e11,6,2. Female,24,NA
901090322654e11,10,2. Female,12,NA
303080221395e11,6,1. Male,22,NA
101060121083e11,6,2. Female,24,NA
802030622506e11,5,2. Female,9,NA
803032712588e11,3,1. Male,3,NA
30608032144e12,3,1. Male,20,NA
120203102309e12,5,1. Male,5,NA
603011911863e11,3,2. Female,15,NA
304150321349e11,3,2. Female,17,NA
504040421706e11,3,1. Male,25,NA
304060421387e11,5,2. Female,10,NA
602010221849e11,10,2. Female,20,NA
202010721127e11,4,1. Male,18,NA
404050121634e11,3,1. Male,7,NA
110303032292e12,2,1. Male,17,NA
305060221272e11,7,1. Male,3,NA
13020103232e13,7,2. Female,4,NA
901050222645e11,5,2. Female,18,NA
603031111903e11,5,2. Female,19,NA
60302581226e12,6,1. Male,19,NA
204090221187e11,5,2. Female,11,NA
101110421072e11,5,1. Male,12,NA
603025011821e11,4,1. Male,11,NA
903020122681e11,4,2. Female,24,NA
603023812166e11,5,2. Female,24,NA
603024012284e11,3,2. Female,8,NA
505010921753e11,4,1. Male,11,NA
30608022144e12,3,2. Female,15,NA
50502082177e12,1,2. Female,47,NA
120302131303e12,2,2. Female,40,NA
110205012286e12,4,1. Male,8,NA
603011911862e11,6,2. Female,95,NA
901030222645e11,9,1. Male,1,NA
102030421008e11,8,1. Male,17,NA
101010221018e11,10,2. Female,17,NA
100401012283e12,6,1. Male,2,NA
703090522308e11,3,2. Female,7,NA
603022912259e11,6,1. Male,8,NA
603011312252e11,4,1. Male,2,NA
602050412063e11,4,1. Male,4,NA
70208052243e12,6,2. Female,14,NA
603024612189e11,7,2. Female,23,NA
130205042302e12,2,1. Male,18,NA
13020703232e13,1,2. Female,39,NA
302090411462e11,3,2. Female,17,NA
303060421301e11,2,2. Female,25,NA
305040121279e11,1,2. Female,72,NA
702060122431e11,2,2. Female,64,NA
602040811918e11,4,1. Male,19,NA
803032012615e11,6,2. Female,5,NA
10020201228e13,1,1. Male,65,NA
603012611863e11,3,1. Male,13,NA
602041312217e11,10,1. Male,26,NA
110104012294e12,4,2. Female,10,NA
70407022238e12,5,2. Female,82,NA
203020821166e11,4,2. Female,12,NA
130104022315e12,7,1. Male,0,NA
201020521124e11,3,1. Male,2,NA
505031011717e11,4,1. Male,9,NA
505010621756e11,12,2. Female,24,NA
80502042262e12,5,1. Male,9,NA
705040322268e11,2,2. Female,22,NA
302040421288e11,7,1. Male,0,NA
302040221329e11,5,2. Female,12,NA
80310012257e12,8,2. Female,15,NA
606071012103e11,4,2. Female,19,NA
603021412291e11,5,2. Female,6,NA
30411042134e12,4,2. Female,19,NA
602021012181e11,3,1. Male,0,NA
605050612045e11,8,1. Male,5,NA
120308172302e12,6,1. Male,11,NA
603024811895e11,4,2. Female,19,NA
305070221333e11,6,1. Male,2,NA
301070421377e11,6,2. Female,0,NA
70204052234e12,3,1. Male,12,NA
30605032121e12,5,2. Female,11,NA
505020521771e11,6,2. Female,9,NA
605060112088e11,5,2. Female,25,NA
402030421651e11,3,1. Male,16,NA
402050221657e11,3,1. Male,3,NA
606070711872e11,5,2. Female,8,NA
12040204231e13,5,2. Female,4,NA
606070611876e11,9,1. Male,21,NA
604020222098e11,7,1. Male,23,NA
301100121431e11,6,2. Female,14,NA
403140321483e11,5,1. Male,10,NA
603024411866e11,9,1. Male,11,NA
100305022284e12,5,1. Male,19,NA
80303151257e12,4,1. Male,13,NA
10109082102e12,5,1. Male,9,NA
110302032292e12,4,2. Female,56,NA
406070621603e11,3,2. Female,9,NA
702090422338e11,2,1. Male,16,NA
402050421605e11,2,2. Female,23,NA
603031111972e11,5,1. Male,4,NA
505030511786e11,5,1. Male,6,NA
304090421385e11,7,2. Female,16,NA
130101022313e12,3,1. Male,18,NA
901020122748e11,3,2. Female,27,NA
803030122564e11,2,2. Female,40,NA
803032812596e11,2,1. Male,24,NA
90204012274e12,6,2. Female,17,NA
303050621299e11,3,1. Male,3,NA
606050212105e11,6,1. Male,24,NA
501020321734e11,4,1. Male,13,NA
130303062325e12,2,2. Female,69,NA
130503081326e12,8,2. Female,1,NA
100101032282e12,3,1. Male,10,NA
507030121801e11,1,1. Male,32,NA
130304012322e12,2,2. Female,12,NA
130510042328e12,4,1. Male,4,NA
204030421152e11,9,2. Female,27,NA
606070911875e11,7,1. Male,19,NA
110104012291e12,4,2. Female,12,NA
80303181259e12,7,2. Female,2,NA
6060202121e13,4,2. Female,7,NA
603022712235e11,6,1. Male,12,NA
701020422285e11,1,1. Male,74,NA
701050122449e11,4,2. Female,11,NA
302030921403e11,14,2. Female,85,NA
202010921133e11,3,1. Male,2,NA
130303062324e12,3,1. Male,23,NA
603011212262e11,5,2. Female,9,NA
603026311889e11,8,1. Male,1,NA
603013212072e11,6,1. Male,22,NA
202020421136e11,6,2. Female,3,NA
801060122519e11,4,2. Female,8,NA
80205012249e12,5,2. Female,22,NA
605050311994e11,15,2. Female,4,NA
202020621143e11,3,1. Male,13,NA
602020711839e11,12,1. Male,26,NA
306070121412e11,6,1. Male,4,NA
303050921367e11,7,2. Female,8,NA
602060712174e11,3,1. Male,5,NA
10040302228e13,8,2. Female,8,NA
603024412257e11,9,1. Male,6,NA
602010221849e11,10,1. Male,11,NA
101100921016e11,3,2. Female,0,NA
302030321404e11,2,2. Female,61,NA
406060221564e11,2,2. Female,28,NA
302030211403e11,10,2. Female,19,NA
304060121358e11,6,2. Female,2,NA
130501082327e12,4,1. Male,9,NA
605060112031e11,19,2. Female,24,NA
60204081192e12,5,2. Female,14,NA
903020222682e11,10,2. Female,16,NA
603021812287e11,4,2. Female,7,NA
805010422619e11,4,1. Male,13,NA
603021412285e11,8,2. Female,20,NA
603020212237e11,6,2. Female,1,NA
505040121782e11,3,1. Male,22,NA
306080221441e11,3,1. Male,19,NA
705030322363e11,4,2. Female,19,NA
901040622635e11,3,2. Female,14,NA
120306022297e12,4,1. Male,19,NA
302060321256e11,5,2. Female,15,NA
13050306133e13,4,1. Male,1,NA
703060422314e11,7,2. Female,2,NA
406020221525e11,4,1. Male,11,NA
603024011872e11,4,2. Female,0,NA
11040803229e13,6,1. Male,5,NA
603012912137e11,3,2. Female,11,NA
602040312178e11,6,2. Female,3,NA
406011011586e11,2,1. Male,18,NA
505040621776e11,4,1. Male,15,NA
120103072303e12,4,1. Male,7,NA
602020711839e11,8,2. Female,13,NA
120303112296e12,5,1. Male,2,NA
602030311926e11,3,1. Male,4,NA
602060512225e11,4,2. Female,0,NA
303050421304e11,6,2. Female,6,NA
605050812006e11,4,1. Male,6,NA
306050121265e11,9,1. Male,80,NA
402020521617e11,4,2. Female,22,NA
603025012267e11,11,1. Male,0,NA
60301191198e12,2,2. Female,31,NA
101110721065e11,6,2. Female,1,NA
100204012284e12,7,1. Male,3,NA
304060321389e11,5,1. Male,4,NA
120102032305e12,4,1. Male,7,NA
130302072323e12,3,2. Female,23,NA
901030322718e11,1,1. Male,31,NA
301020321418e11,6,1. Male,1,NA
306020221412e11,4,2. Female,1,NA
302110121235e11,3,1. Male,17,NA
503010121701e11,11,2. Female,22,NA
30608032144e12,9,1. Male,5,NA
406010221589e11,7,2. Female,0,NA
8.0301042260800008e+22,6,1. Male,17,NA
404050121635e11,2,2. Female,40,NA
101070321063e11,2,2. Female,44,NA
802030422623e11,4,2. Female,8,NA
602021112075e11,6,1. Male,19,NA
603021412284e11,5,2. Female,21,NA
701070122446e11,2,2. Female,70,NA
