ctable,country,year,isic,isiccomb,value,utable,source,unit
14,276,1999,2912,2912,1000,14,1,$
14,276,1999,2913,2913,1000,14,1,$
14,276,1999,2914,2914,1000,14,1,$
14,276,1999,2915,2915,1000,14,1,$
14,276,1999,2919,2919,1000,14,1,$
14,276,1999,292,292,1000,14,1,$
14,276,1999,2921,2921,1000,14,1,$
14,276,1999,2922,2922,1000,14,1,$
14,276,1999,2923,2923,1000,14,1,$
14,276,1999,2924,2924,1000,14,1,$
14,276,1999,2925,2925,1000,14,1,$
14,276,1999,2926,2926,1000,14,1,$
14,276,1999,2927,2927,1000,14,1,$
14,276,1999,2929,2929,1000,14,1,$
14,276,1999,2930,2930,1000,14,1,$
14,276,1999,3000,3000,1000,14,1,$
14,276,1999,3110,3110,1000,14,1,$
14,276,1999,3120,3120,1000,14,1,$
14,276,1999,3130,3130,1000,14,1,$
14,276,1999,3140,3140,1000,14,1,$
14,276,1999,3150,3150,1000,14,1,$
14,276,1999,3190,3190,1000,14,1,$
14,276,1999,3210,3210,1000,14,1,$
14,276,1999,3220,3220,1000,14,1,$
14,276,1999,3230,3230,1000,14,1,$
14,276,1999,331,331,1000,14,1,$
14,276,1999,3311,3311,1000,14,1,$
14,276,1999,3312,3312,1000,14,1,$
14,276,1999,3313,3313,1000,14,1,$
14,276,1999,3320,3320,1000,14,1,$
14,276,1999,3330,3330,1000,14,1,$
14,276,1999,3410,3410,1000,14,1,$
14,276,1999,3420,3420,1000,14,1,$
14,276,1999,3430,3430,1000,14,1,$
14,276,1999,351,351,1000,14,1,$
14,276,1999,3511,3511,1000,14,1,$
14,276,1999,3512,3512,1000,14,1,$
14,276,1999,3520,3520,1000,14,1,$
14,276,1999,3530,3530,1000,14,1,$
14,276,1999,359,359,1000,14,1,$
14,276,1999,3591,3591,1000,14,1,$
14,276,1999,3592,3592,1000,14,1,$
14,276,1999,3599,3599,1000,14,1,$
14,276,1999,3610,3610,1000,14,1,$
14,276,1999,369,369,1000,14,1,$
14,276,1999,3691,3691,1000,14,1,$
14,276,1999,3692,3692,1000,14,1,$
14,276,1999,3693,3693,1000,14,1,$
14,276,1999,3694,3694,1000,14,1,$
14,276,1999,3699,3699,1000,14,1,$
14,276,1999,3710,3710,1000,14,1,$
14,276,1999,3720,3720,1000,14,1,$
14,276,2000,151,151,1000,14,1,$
14,276,2000,1511,1511,1000,14,1,$
14,276,2000,1512,1512,1000,14,1,$
14,276,2000,1513,1513,1000,14,1,$
14,276,2000,1514,1514,1000,14,1,$
14,276,2000,1520,1520,1000,14,1,$
14,276,2000,153,153,1000,14,1,$
14,276,2000,1531,1531,1000,14,1,$
14,276,2000,1532,1532,1000,14,1,$
14,276,2000,1533,1533,1000,14,1,$
14,276,2000,154,154,1000,14,1,$
14,276,2000,1541,1541,1000,14,1,$
14,276,2000,1542,1542,1000,14,1,$
14,276,2000,1543,1543,1000,14,1,$
14,276,2000,1544,1544,1000,14,1,$
14,276,2000,1549,1549,1000,14,1,$
14,276,2000,155,155,1000,14,1,$
14,276,2000,1551,1551,NA,14,0,$
14,276,2000,1552,1552,NA,14,0,$
14,276,2000,1553,1553,1000,14,1,$
14,276,2000,1554,1554,1000,14,1,$
14,276,2000,1600,1600,1000,14,1,$
14,276,2000,171,171,1000,14,1,$
14,276,2000,1711,1711,1000,14,1,$
14,276,2000,1712,1712,1000,14,1,$
14,276,2000,172,172,1000,14,1,$
14,276,2000,1721,1721,1000,14,1,$
14,276,2000,1722,1722,1000,14,1,$
14,276,2000,1723,1723,1000,14,1,$
14,276,2000,1729,1729,1000,14,1,$
14,276,2000,1730,1730,1000,14,1,$
14,276,2000,1810,1810,1000,14,1,$
14,276,2000,1820,1820,1000,14,1,$
14,276,2000,191,191,1000,14,1,$
14,276,2000,1911,1911,1000,14,1,$
14,276,2000,1912,1912,1000,14,1,$
14,276,2000,1920,1920,1000,14,1,$
14,276,2000,2010,2010,1000,14,1,$
14,276,2000,202,202,1000,14,1,$
14,276,2000,2021,2021,1000,14,1,$
14,276,2000,2022,2022,1000,14,1,$
14,276,2000,2023,2023,1000,14,1,$
14,276,2000,2029,2029,1000,14,1,$
14,276,2000,210,210,1000,14,1,$
14,276,2000,2101,2101,1000,14,1,$
14,276,2000,2102,2102,1000,14,1,$
14,276,2000,2109,2109,1000,14,1,$
14,276,2000,221,221,1000,14,1,$
14,276,2000,2211,2211,1000,14,1,$
14,276,2000,2212,2212,1000,14,1,$
14,276,2000,2213,2213,1000,14,1,$
14,276,2000,2219,2219,1000,14,1,$
14,276,2000,222,222,1000,14,1,$
14,276,2000,2221,2221,1000,14,1,$
14,276,2000,2222,2222,1000,14,1,$
14,276,2000,2230,2230,1000,14,1,$
14,276,2000,2310,2310A,1000,14,1,$
14,276,2000,2320,2310A,NA,14,1,$
14,276,2000,2330,2310A,NA,14,1,$
14,276,2000,241,241,1000,14,1,$
14,276,2000,2411,2411,NA,14,0,$
14,276,2000,2412,2412,1000,14,1,$
14,276,2000,2413,2413,NA,14,0,$
14,276,2000,242,242,1000,14,1,$
14,276,2000,2421,2421,1000,14,1,$
14,276,2000,2422,2422,1000,14,1,$
14,276,2000,2423,2423,1000,14,1,$
14,276,2000,2424,2424,1000,14,1,$
14,276,2000,2429,2429,1000,14,1,$
14,276,2000,2430,2430,1000,14,1,$
14,276,2000,251,251,1000,14,1,$
14,276,2000,2511,2511,1000,14,1,$
14,276,2000,2519,2519,1000,14,1,$
14,276,2000,2520,2520,1000,14,1,$
14,276,2000,2610,2610,1000,14,1,$
14,276,2000,269,269,1000,14,1,$
14,276,2000,2691,2691,1000,14,1,$
14,276,2000,2692,2692,1000,14,1,$
14,276,2000,2693,2693,1000,14,1,$
14,276,2000,2694,2694,1000,14,1,$
14,276,2000,2695,2695,1000,14,1,$
14,276,2000,2696,2696,1000,14,1,$
14,276,2000,2699,2699,1000,14,1,$
14,276,2000,2710,2710,1000,14,1,$
14,276,2000,2720,2720,1000,14,1,$
14,276,2000,273,273,1000,14,1,$
14,276,2000,2731,2731,1000,14,1,$
14,276,2000,2732,2732,1000,14,1,$
14,276,2000,281,281,1000,14,1,$
14,276,2000,2811,2811,1000,14,1,$
14,276,2000,2812,2812,1000,14,1,$
14,276,2000,2813,2813,1000,14,1,$
14,276,2000,289,289,1000,14,1,$
14,276,2000,2891,2891,1000,14,1,$
14,276,2000,2892,2892,1000,14,1,$
14,276,2000,2893,2893,1000,14,1,$
14,276,2000,2899,2899,1000,14,1,$
14,276,2000,291,291,1000,14,1,$
14,276,2000,2911,2911,1000,14,1,$
14,276,2000,2912,2912,1000,14,1,$
14,276,2000,2913,2913,1000,14,1,$
14,276,2000,2914,2914,1000,14,1,$
14,276,2000,2915,2915,1000,14,1,$
14,276,2000,2919,2919,1000,14,1,$
14,276,2000,292,292,1000,14,1,$
14,276,2000,2921,2921,1000,14,1,$
14,276,2000,2922,2922,1000,14,1,$
14,276,2000,2923,2923,1000,14,1,$
14,276,2000,2924,2924,1000,14,1,$
14,276,2000,2925,2925,1000,14,1,$
14,276,2000,2926,2926,1000,14,1,$
14,276,2000,2927,2927,1000,14,1,$
14,276,2000,2929,2929,1000,14,1,$
14,276,2000,2930,2930,1000,14,1,$
14,276,2000,3000,3000,1000,14,1,$
14,276,2000,3110,3110,1000,14,1,$
14,276,2000,3120,3120,1000,14,1,$
14,276,2000,3130,3130,1000,14,1,$
14,276,2000,3140,3140,1000,14,1,$
14,276,2000,3150,3150,1000,14,1,$
14,276,2000,3190,3190,1000,14,1,$
14,276,2000,3210,3210,1000,14,1,$
14,276,2000,3220,3220,1000,14,1,$
14,276,2000,3230,3230,1000,14,1,$
14,276,2000,331,331,1000,14,1,$
14,276,2000,3311,3311,1000,14,1,$
14,276,2000,3312,3312,1000,14,1,$
14,276,2000,3313,3313,1000,14,1,$
14,276,2000,3320,3320,1000,14,1,$
14,276,2000,3330,3330,1000,14,1,$
14,276,2000,3410,3410,1000,14,1,$
14,276,2000,3420,3420,1000,14,1,$
14,276,2000,3430,3430,1000,14,1,$
14,276,2000,351,351,1000,14,1,$
14,276,2000,3511,3511,1000,14,1,$
14,276,2000,3512,3512,1000,14,1,$
14,276,2000,3520,3520,1000,14,1,$
14,276,2000,3530,3530,1000,14,1,$
14,276,2000,359,359,1000,14,1,$
14,276,2000,3591,3591,1000,14,1,$
14,276,2000,3592,3592,1000,14,1,$
14,276,2000,3599,3599,1000,14,1,$
14,276,2000,3610,3610,1000,14,1,$
14,276,2000,369,369,1000,14,1,$
14,276,2000,3691,3691,1000,14,1,$
14,276,2000,3692,3692,1000,14,1,$
14,276,2000,3693,3693,1000,14,1,$
14,276,2000,3694,3694,1000,14,1,$
14,276,2000,3699,3699,1000,14,1,$
14,276,2000,3710,3710,1000,14,1,$
14,276,2000,3720,3720,1000,14,1,$
14,276,2001,151,151,1000,14,1,$
14,276,2001,1511,1511,1000,14,1,$
14,276,2001,1512,1512,1000,14,1,$
14,276,2001,1513,1513,1000,14,1,$
14,276,2001,1514,1514,1000,14,1,$
14,276,2001,1520,1520,1000,14,1,$
14,276,2001,153,153,1000,14,1,$
14,276,2001,1531,1531,1000,14,1,$
14,276,2001,1532,1532,1000,14,1,$
14,276,2001,1533,1533,1000,14,1,$
14,276,2001,154,154,1000,14,1,$
14,276,2001,1541,1541,1000,14,1,$
14,276,2001,1542,1542,1000,14,1,$
14,276,2001,1543,1543,1000,14,1,$
14,276,2001,1544,1544,1000,14,1,$
14,276,2001,1549,1549,1000,14,1,$
14,276,2001,155,155,1000,14,1,$
14,276,2001,1551,1551,NA,14,0,$
14,276,2001,1552,1552,NA,14,0,$
14,276,2001,1553,1553,1000,14,1,$
14,276,2001,1554,1554,1000,14,1,$
14,276,2001,1600,1600,1000,14,1,$
14,276,2001,171,171,1000,14,1,$
14,276,2001,1711,1711,1000,14,1,$
14,276,2001,1712,1712,1000,14,1,$
14,276,2001,172,172,1000,14,1,$
14,276,2001,1721,1721,1000,14,1,$
14,276,2001,1722,1722,1000,14,1,$
14,276,2001,1723,1723,1000,14,1,$
14,276,2001,1729,1729,1000,14,1,$
14,276,2001,1730,1730,1000,14,1,$
14,276,2001,1810,1810,1000,14,1,$
14,276,2001,1820,1820,1000,14,1,$
14,276,2001,191,191,1000,14,1,$
14,276,2001,1911,1911,1000,14,1,$
14,276,2001,1912,1912,1000,14,1,$
14,276,2001,1920,1920,1000,14,1,$
14,276,2001,2010,2010,1000,14,1,$
14,276,2001,202,202,1000,14,1,$
14,276,2001,2021,2021,1000,14,1,$
14,276,2001,2022,2022,1000,14,1,$
14,276,2001,2023,2023,1000,14,1,$
14,276,2001,2029,2029,1000,14,1,$
14,276,2001,210,210,1000,14,1,$
14,276,2001,2101,2101,1000,14,1,$
14,276,2001,2102,2102,1000,14,1,$
14,276,2001,2109,2109,1000,14,1,$
14,276,2001,221,221,1000,14,1,$
14,276,2001,2211,2211,1000,14,1,$
14,276,2001,2212,2212,1000,14,1,$
14,276,2001,2213,2213,1000,14,1,$
14,276,2001,2219,2219,1000,14,1,$
14,276,2001,222,222,1000,14,1,$
14,276,2001,2221,2221,1000,14,1,$
14,276,2001,2222,2222,1000,14,1,$
14,276,2001,2230,2230,1000,14,1,$
14,276,2001,2310,2310A,1000,14,1,$
14,276,2001,2320,2310A,NA,14,1,$
14,276,2001,2330,2310A,NA,14,1,$
14,276,2001,241,241,1000,14,1,$
14,276,2001,2411,2411,NA,14,0,$
14,276,2001,2412,2412,1000,14,1,$
14,276,2001,2413,2413,NA,14,0,$
14,276,2001,242,242,1000,14,1,$
14,276,2001,2421,2421,1000,14,1,$
14,276,2001,2422,2422,1000,14,1,$
14,276,2001,2423,2423,1000,14,1,$
14,276,2001,2424,2424,1000,14,1,$
14,276,2001,2429,2429,1000,14,1,$
14,276,2001,2430,2430,1000,14,1,$
14,276,2001,251,251,1000,14,1,$
14,276,2001,2511,2511,1000,14,1,$
14,276,2001,2519,2519,1000,14,1,$
14,276,2001,2520,2520,1000,14,1,$
14,276,2001,2610,2610,1000,14,1,$
14,276,2001,269,269,1000,14,1,$
14,276,2001,2691,2691,1000,14,1,$
14,276,2001,2692,2692,1000,14,1,$
14,276,2001,2693,2693,1000,14,1,$
14,276,2001,2694,2694,1000,14,1,$
14,276,2001,2695,2695,1000,14,1,$
14,276,2001,2696,2696,1000,14,1,$
14,276,2001,2699,2699,1000,14,1,$
14,276,2001,2710,2710,1000,14,1,$
14,276,2001,2720,2720,1000,14,1,$
14,276,2001,273,273,1000,14,1,$
14,276,2001,2731,2731,1000,14,1,$
14,276,2001,2732,2732,1000,14,1,$
14,276,2001,281,281,1000,14,1,$
14,276,2001,2811,2811,1000,14,1,$
14,276,2001,2812,2812,1000,14,1,$
14,276,2001,2813,2813,1000,14,1,$
14,276,2001,289,289,1000,14,1,$
14,276,2001,2891,2891,1000,14,1,$
14,276,2001,2892,2892,1000,14,1,$
14,276,2001,2893,2893,1000,14,1,$
14,276,2001,2899,2899,1000,14,1,$
14,276,2001,291,291,1000,14,1,$
14,276,2001,2911,2911,1000,14,1,$
14,276,2001,2912,2912,1000,14,1,$
14,276,2001,2913,2913,1000,14,1,$
14,276,2001,2914,2914,1000,14,1,$
14,276,2001,2915,2915,1000,14,1,$
14,276,2001,2919,2919,1000,14,1,$
14,276,2001,292,292,1000,14,1,$
14,276,2001,2921,2921,1000,14,1,$
14,276,2001,2922,2922,1000,14,1,$
14,276,2001,2923,2923,1000,14,1,$
14,276,2001,2924,2924,1000,14,1,$
14,276,2001,2925,2925,1000,14,1,$
14,276,2001,2926,2926,1000,14,1,$
14,276,2001,2927,2927,1000,14,1,$
14,276,2001,2929,2929,1000,14,1,$
14,276,2001,2930,2930,1000,14,1,$
14,276,2001,3000,3000,1000,14,1,$
14,276,2001,3110,3110,1000,14,1,$
14,276,2001,3120,3120,1000,14,1,$
14,276,2001,3130,3130,1000,14,1,$
14,276,2001,3140,3140,1000,14,1,$
14,276,2001,3150,3150,1000,14,1,$
14,276,2001,3190,3190,1000,14,1,$
14,276,2001,3210,3210,1000,14,1,$
14,276,2001,3220,3220,1000,14,1,$
14,276,2001,3230,3230,1000,14,1,$
14,276,2001,331,331,1000,14,1,$
14,276,2001,3311,3311,1000,14,1,$
14,276,2001,3312,3312,1000,14,1,$
14,276,2001,3313,3313,1000,14,1,$
14,276,2001,3320,3320,1000,14,1,$
14,276,2001,3330,3330,1000,14,1,$
14,276,2001,3410,3410,1000,14,1,$
14,276,2001,3420,3420,1000,14,1,$
14,276,2001,3430,3430,1000,14,1,$
14,276,2001,351,351,1000,14,1,$
14,276,2001,3511,3511,1000,14,1,$
14,276,2001,3512,3512,1000,14,1,$
14,276,2001,3520,3520,1000,14,1,$
14,276,2001,3530,3530,1000,14,1,$
14,276,2001,359,359,1000,14,1,$
14,276,2001,3591,3591,1000,14,1,$
14,276,2001,3592,3592,1000,14,1,$
14,276,2001,3599,3599,1000,14,1,$
14,276,2001,3610,3610,1000,14,1,$
14,276,2001,369,369,1000,14,1,$
14,276,2001,3691,3691,1000,14,1,$
14,276,2001,3692,3692,1000,14,1,$
14,276,2001,3693,3693,1000,14,1,$
14,276,2001,3694,3694,1000,14,1,$
14,276,2001,3699,3699,1000,14,1,$
14,276,2001,3710,3710,1000,14,1,$
14,276,2001,3720,3720,1000,14,1,$
14,276,2002,151,151,1000,14,1,$
14,276,2002,1511,1511,1000,14,1,$
14,276,2002,1512,1512,1000,14,1,$
14,276,2002,1513,1513,1000,14,1,$
14,276,2002,1514,1514,1000,14,1,$
14,276,2002,1520,1520,1000,14,1,$
14,276,2002,153,153,1000,14,1,$
14,276,2002,1531,1531,1000,14,1,$
14,276,2002,1532,1532,1000,14,1,$
14,276,2002,1533,1533,1000,14,1,$
14,276,2002,154,154,1000,14,1,$
14,276,2002,1541,1541,1000,14,1,$
14,276,2002,1542,1542,1000,14,1,$
14,276,2002,1543,1543,1000,14,1,$
14,276,2002,1544,1544,1000,14,1,$
14,276,2002,1549,1549,1000,14,1,$
14,276,2002,155,155,1000,14,1,$
14,276,2002,1551,1551,NA,14,0,$
14,276,2002,1552,1552,NA,14,0,$
14,276,2002,1553,1553,1000,14,1,$
14,276,2002,1554,1554,1000,14,1,$
14,276,2002,1600,1600,1000,14,1,$
14,276,2002,171,171,1000,14,1,$
14,276,2002,1711,1711,1000,14,1,$
14,276,2002,1712,1712,1000,14,1,$
14,276,2002,172,172,1000,14,1,$
14,276,2002,1721,1721,1000,14,1,$
14,276,2002,1722,1722,1000,14,1,$
14,276,2002,1723,1723,1000,14,1,$
14,276,2002,1729,1729,1000,14,1,$
14,276,2002,1730,1730,1000,14,1,$
14,276,2002,1810,1810,1000,14,1,$
14,276,2002,1820,1820,1000,14,1,$
14,276,2002,191,191,1000,14,1,$
14,276,2002,1911,1911,1000,14,1,$
14,276,2002,1912,1912,1000,14,1,$
14,276,2002,1920,1920,1000,14,1,$
14,276,2002,2010,2010,1000,14,1,$
14,276,2002,202,202,1000,14,1,$
14,276,2002,2021,2021,1000,14,1,$
14,276,2002,2022,2022,1000,14,1,$
14,276,2002,2023,2023,1000,14,1,$
14,276,2002,2029,2029,1000,14,1,$
14,276,2002,210,210,1000,14,1,$
14,276,2002,2101,2101,1000,14,1,$
14,276,2002,2102,2102,1000,14,1,$
14,276,2002,2109,2109,1000,14,1,$
14,276,2002,221,221,1000,14,1,$
14,276,2002,2211,2211,1000,14,1,$
14,276,2002,2212,2212,1000,14,1,$
14,276,2002,2213,2213,1000,14,1,$
14,276,2002,2219,2219,1000,14,1,$
14,276,2002,222,222,1000,14,1,$
14,276,2002,2221,2221,1000,14,1,$
14,276,2002,2222,2222,1000,14,1,$
14,276,2002,2230,2230,1000,14,1,$
14,276,2002,2310,2310A,1000,14,1,$
14,276,2002,2320,2310A,NA,14,1,$
14,276,2002,2330,2310A,NA,14,1,$
14,276,2002,241,241,1000,14,1,$
14,276,2002,2411,2411,NA,14,0,$
14,276,2002,2412,2412,1000,14,1,$
14,276,2002,2413,2413,NA,14,0,$
14,276,2002,242,242,1000,14,1,$
14,276,2002,2421,2421,1000,14,1,$
14,276,2002,2422,2422,1000,14,1,$
14,276,2002,2423,2423,1000,14,1,$
14,276,2002,2424,2424,1000,14,1,$
14,276,2002,2429,2429,1000,14,1,$
14,276,2002,2430,2430,1000,14,1,$
14,276,2002,251,251,1000,14,1,$
14,276,2002,2511,2511,1000,14,1,$
14,276,2002,2519,2519,1000,14,1,$
14,276,2002,2520,2520,1000,14,1,$
14,276,2002,2610,2610,1000,14,1,$
14,276,2002,269,269,1000,14,1,$
14,276,2002,2691,2691,1000,14,1,$
14,276,2002,2692,2692,1000,14,1,$
14,276,2002,2693,2693,1000,14,1,$
14,276,2002,2694,2694,1000,14,1,$
14,276,2002,2695,2695,1000,14,1,$
14,276,2002,2696,2696,1000,14,1,$
14,276,2002,2699,2699,1000,14,1,$
14,276,2002,2710,2710,1000,14,1,$
14,276,2002,2720,2720,1000,14,1,$
14,276,2002,273,273,1000,14,1,$
14,276,2002,2731,2731,1000,14,1,$
14,276,2002,2732,2732,1000,14,1,$
14,276,2002,281,281,1000,14,1,$
14,276,2002,2811,2811,1000,14,1,$
14,276,2002,2812,2812,1000,14,1,$
14,276,2002,2813,2813,1000,14,1,$
14,276,2002,289,289,1000,14,1,$
14,276,2002,2891,2891,1000,14,1,$
14,276,2002,2892,2892,1000,14,1,$
14,276,2002,2893,2893,1000,14,1,$
14,276,2002,2899,2899,1000,14,1,$
14,276,2002,291,291,1000,14,1,$
14,276,2002,2911,2911,1000,14,1,$
14,276,2002,2912,2912,1000,14,1,$
14,276,2002,2913,2913,1000,14,1,$
14,276,2002,2914,2914,1000,14,1,$
14,276,2002,2915,2915,1000,14,1,$
14,276,2002,2919,2919,1000,14,1,$
14,276,2002,292,292,1000,14,1,$
14,276,2002,2921,2921,1000,14,1,$
14,276,2002,2922,2922,1000,14,1,$
14,276,2002,2923,2923,1000,14,1,$
14,276,2002,2924,2924,1000,14,1,$
14,276,2002,2925,2925,1000,14,1,$
14,276,2002,2926,2926,1000,14,1,$
14,276,2002,2927,2927,1000,14,1,$
14,276,2002,2929,2929,1000,14,1,$
14,276,2002,2930,2930,1000,14,1,$
14,276,2002,3000,3000,1000,14,1,$
14,276,2002,3110,3110,1000,14,1,$
14,276,2002,3120,3120,1000,14,1,$
14,276,2002,3130,3130,1000,14,1,$
14,276,2002,3140,3140,1000,14,1,$
14,276,2002,3150,3150,1000,14,1,$
14,276,2002,3190,3190,1000,14,1,$
14,276,2002,3210,3210,1000,14,1,$
14,276,2002,3220,3220,1000,14,1,$
14,276,2002,3230,3230,1000,14,1,$
14,276,2002,331,331,1000,14,1,$
14,276,2002,3311,3311,1000,14,1,$
14,276,2002,3312,3312,1000,14,1,$
14,276,2002,3313,3313,1000,14,1,$
14,276,2002,3320,3320,1000,14,1,$
14,276,2002,3330,3330,1000,14,1,$
14,276,2002,3410,3410,1000,14,1,$
14,276,2002,3420,3420,1000,14,1,$
14,276,2002,3430,3430,1000,14,1,$
14,276,2002,351,351,1000,14,1,$
14,276,2002,3511,3511,1000,14,1,$
14,276,2002,3512,3512,1000,14,1,$
14,276,2002,3520,3520,1000,14,1,$
14,276,2002,3530,3530,1000,14,1,$
14,276,2002,359,359,1000,14,1,$
14,276,2002,3591,3591,1000,14,1,$
14,276,2002,3592,3592,1000,14,1,$
14,276,2002,3599,3599,1000,14,1,$
14,276,2002,3610,3610,1000,14,1,$
14,276,2002,369,369,1000,14,1,$
14,276,2002,3691,3691,1000,14,1,$
14,276,2002,3692,3692,1000,14,1,$
14,276,2002,3693,3693,1000,14,1,$
14,276,2002,3694,3694,1000,14,1,$
14,276,2002,3699,3699,1000,14,1,$
14,276,2002,3710,3710,1000,14,1,$
14,276,2002,3720,3720,1000,14,1,$
14,276,2003,151,151,1000,14,1,$
14,276,2003,1511,1511,1000,14,1,$
14,276,2003,1512,1512,1000,14,1,$
14,276,2003,1513,1513,1000,14,1,$
14,276,2003,1514,1514,1000,14,1,$
14,276,2003,1520,1520,1000,14,1,$
14,276,2003,153,153,1000,14,1,$
14,276,2003,1531,1531,1000,14,1,$
14,276,2003,1532,1532,1000,14,1,$
14,276,2003,1533,1533,1000,14,1,$
14,276,2003,154,154,1000,14,1,$
14,276,2003,1541,1541,1000,14,1,$
14,276,2003,1542,1542,1000,14,1,$
14,276,2003,1543,1543,1000,14,1,$
14,276,2003,1544,1544,1000,14,1,$
14,276,2003,1549,1549,1000,14,1,$
14,276,2003,155,155,1000,14,1,$
14,276,2003,1551,1551,NA,14,0,$
14,276,2003,1552,1552,NA,14,0,$
14,276,2003,1553,1553,1000,14,1,$
14,276,2003,1554,1554,1000,14,1,$
14,276,2003,1600,1600,1000,14,1,$
14,276,2003,171,171,1000,14,1,$
14,276,2003,1711,1711,1000,14,1,$
14,276,2003,1712,1712,1000,14,1,$
14,276,2003,172,172,1000,14,1,$
14,276,2003,1721,1721,1000,14,1,$
14,276,2003,1722,1722,1000,14,1,$
14,276,2003,1723,1723,1000,14,1,$
14,276,2003,1729,1729,1000,14,1,$
14,276,2003,1730,1730,1000,14,1,$
14,276,2003,1810,1810,1000,14,1,$
14,276,2003,1820,1820,1000,14,1,$
14,276,2003,191,191,1000,14,1,$
14,276,2003,1911,1911,1000,14,1,$
14,276,2003,1912,1912,1000,14,1,$
14,276,2003,1920,1920,1000,14,1,$
14,276,2003,2010,2010,1000,14,1,$
14,276,2003,202,202,1000,14,1,$
14,276,2003,2021,2021,1000,14,1,$
14,276,2003,2022,2022,1000,14,1,$
14,276,2003,2023,2023,1000,14,1,$
14,276,2003,2029,2029,1000,14,1,$
14,276,2003,210,210,1000,14,1,$
14,276,2003,2101,2101,1000,14,1,$
14,276,2003,2102,2102,1000,14,1,$
14,276,2003,2109,2109,1000,14,1,$
14,276,2003,221,221,1000,14,1,$
14,276,2003,2211,2211,1000,14,1,$
14,276,2003,2212,2212,1000,14,1,$
14,276,2003,2213,2213,1000,14,1,$
14,276,2003,2219,2219,1000,14,1,$
14,276,2003,222,222,1000,14,1,$
14,276,2003,2221,2221,1000,14,1,$
14,276,2003,2222,2222,1000,14,1,$
14,276,2003,2230,2230,1000,14,1,$
14,276,2003,2310,2310A,1000,14,1,$
14,276,2003,2320,2310A,NA,14,1,$
14,276,2003,2330,2310A,NA,14,1,$
14,276,2003,241,241,1000,14,1,$
14,276,2003,2411,2411,NA,14,0,$
14,276,2003,2412,2412,1000,14,1,$
14,276,2003,2413,2413,NA,14,0,$
14,276,2003,242,242,1000,14,1,$
14,276,2003,2421,2421,1000,14,1,$
14,276,2003,2422,2422,1000,14,1,$
14,276,2003,2423,2423,1000,14,1,$
14,276,2003,2424,2424,1000,14,1,$
14,276,2003,2429,2429,1000,14,1,$
14,276,2003,2430,2430,1000,14,1,$
14,276,2003,251,251,1000,14,1,$
14,276,2003,2511,2511,1000,14,1,$
14,276,2003,2519,2519,1000,14,1,$
14,276,2003,2520,2520,1000,14,1,$
14,276,2003,2610,2610,1000,14,1,$
14,276,2003,269,269,1000,14,1,$
14,276,2003,2691,2691,1000,14,1,$
14,276,2003,2692,2692,1000,14,1,$
14,276,2003,2693,2693,1000,14,1,$
14,276,2003,2694,2694,1000,14,1,$
14,276,2003,2695,2695,1000,14,1,$
14,276,2003,2696,2696,1000,14,1,$
14,276,2003,2699,2699,1000,14,1,$
14,276,2003,2710,2710,1000,14,1,$
14,276,2003,2720,2720,1000,14,1,$
14,276,2003,273,273,1000,14,1,$
14,276,2003,2731,2731,1000,14,1,$
14,276,2003,2732,2732,1000,14,1,$
14,276,2003,281,281,1000,14,1,$
14,276,2003,2811,2811,1000,14,1,$
14,276,2003,2812,2812,1000,14,1,$
14,276,2003,2813,2813,1000,14,1,$
14,276,2003,289,289,1000,14,1,$
14,276,2003,2891,2891,1000,14,1,$
14,276,2003,2892,2892,1000,14,1,$
14,276,2003,2893,2893,1000,14,1,$
14,276,2003,2899,2899,1000,14,1,$
14,276,2003,291,291,1000,14,1,$
14,276,2003,2911,2911,1000,14,1,$
14,276,2003,2912,2912,1000,14,1,$
14,276,2003,2913,2913,1000,14,1,$
14,276,2003,2914,2914,1000,14,1,$
14,276,2003,2915,2915,1000,14,1,$
14,276,2003,2919,2919,1000,14,1,$
14,276,2003,292,292,1000,14,1,$
14,276,2003,2921,2921,1000,14,1,$
14,276,2003,2922,2922,1000,14,1,$
14,276,2003,2923,2923,1000,14,1,$
14,276,2003,2924,2924,1000,14,1,$
14,276,2003,2925,2925,1000,14,1,$
14,276,2003,2926,2926,1000,14,1,$
14,276,2003,2927,2927,1000,14,1,$
14,276,2003,2929,2929,1000,14,1,$
14,276,2003,2930,2930,1000,14,1,$
14,276,2003,3000,3000,1000,14,1,$
14,276,2003,3110,3110,1000,14,1,$
14,276,2003,3120,3120,1000,14,1,$
14,276,2003,3130,3130,1000,14,1,$
14,276,2003,3140,3140,1000,14,1,$
14,276,2003,3150,3150,1000,14,1,$
14,276,2003,3190,3190,1000,14,1,$
14,276,2003,3210,3210,1000,14,1,$
14,276,2003,3220,3220,1000,14,1,$
14,276,2003,3230,3230,1000,14,1,$
14,276,2003,331,331,1000,14,1,$
14,276,2003,3311,3311,1000,14,1,$
14,276,2003,3312,3312,1000,14,1,$
14,276,2003,3313,3313,1000,14,1,$
14,276,2003,3320,3320,1000,14,1,$
14,276,2003,3330,3330,1000,14,1,$
14,276,2003,3410,3410,1000,14,1,$
14,276,2003,3420,3420,1000,14,1,$
14,276,2003,3430,3430,1000,14,1,$
14,276,2003,351,351,1000,14,1,$
14,276,2003,3511,3511,1000,14,1,$
14,276,2003,3512,3512,1000,14,1,$
14,276,2003,3520,3520,1000,14,1,$
14,276,2003,3530,3530,1000,14,1,$
